"RDA1","RDA2"
-0.00752086941408883,-0.0229274014669053
-0.0369057415738312,-0.0802265352040531
-0.0275828299064156,-0.143483317401247
-0.0797524073748816,-0.380482971734694
-0.0684318880720007,0.0200132553104397
0.00860251580726296,0.0197983511161288
-0.0102675835735951,0.0367136250141303
0.00532207442509697,0.097327447932249
-0.614712532186894,0.201363498069883
0.328880996179089,-0.789774444057229
-0.21795826467487,0.170418894556882
0.196874892638936,0.591668057167694
0.250039182619967,0.43183901282409
0.372524959889945,0.666209622050431
-0.269693326128727,-0.3663388306515
-0.892008451839655,0.247866714540721
0.267228182048985,-0.347261609865583
